Result1, Result2,   Result3,   Result
8.00,         465.00,         1077.00,         2
70.00,         166.00,         1881.00,         2
23.00,         223.00,         2142.00,         3
68.00,         139.00,         568.00,         1
7.00,         60.00,         2571.00,         3
78.00,         312.00,         1691.00,         2
41.00,         305.00,         2630.00,         3
59.00,         356.00,         2654.00,         3
0.00,         361.00,         1345.00,         2
27.00,         232.00,         947.00,         1
30.00,         497.00,         2867.00,         3
56.00,         22.00,         1693.00,         2
36.00,         15.00,         1078.00,         2
16.00,         326.00,         1778.00,         2
64.00,         93.00,         826.00,         1
61.00,         411.00,         2646.00,         3
73.00,         348.00,         2454.00,         3
31.00,         247.00,         1763.00,         2
38.00,         34.00,         2866.00,         3
38.00,         472.00,         2819.00,         3
62.00,         121.00,         2673.00,         3
18.00,         349.00,         1689.00,         2
66.00,         43.00,         2495.00,         3
0.00,         231.00,         1451.00,         2
8.00,         482.00,         2731.00,         3
75.00,         113.00,         914.00,         1
64.00,         420.00,         1190.00,         2
79.00,         416.00,         2680.00,         3
0.00,         86.00,         1972.00,         2
19.00,         233.00,         1428.00,         2
28.00,         478.00,         1372.00,         2
52.00,         87.00,         868.00,         1
33.00,         117.00,         1316.00,         2
16.00,         132.00,         1080.00,         2
55.00,         9.00,         1269.00,         2
12.00,         295.00,         632.00,         1
6.00,         155.00,         2853.00,         3
37.00,         288.00,         1032.00,         2
9.00,         47.00,         1403.00,         2
11.00,         203.00,         2396.00,         3
49.00,         258.00,         2107.00,         3
13.00,         189.00,         1186.00,         2
18.00,         329.00,         688.00,         2
65.00,         210.00,         1044.00,         2
8.00,         19.00,         1404.00,         2
63.00,         447.00,         684.00,         2
5.00,         278.00,         1867.00,         2
71.00,         332.00,         1998.00,         2
15.00,         432.00,         1835.00,         2
78.00,         14.00,         572.00,         1
74.00,         244.00,         1269.00,         2
16.00,         492.00,         2839.00,         3
34.00,         25.00,         1229.00,         2
53.00,         250.00,         562.00,         1
72.00,         388.00,         2491.00,         3
16.00,         396.00,         2728.00,         3
10.00,         106.00,         1346.00,         2
2.00,         11.00,         815.00,         1
79.00,         22.00,         2478.00,         3
41.00,         310.00,         2322.00,         3
4.00,         31.00,         2404.00,         3
48.00,         486.00,         2712.00,         3
6.00,         263.00,         1258.00,         2
16.00,         128.00,         508.00,         1
15.00,         305.00,         1727.00,         2
24.00,         344.00,         1675.00,         2
61.00,         31.00,         2756.00,         3
6.00,         458.00,         1059.00,         2
4.00,         423.00,         2155.00,         3
37.00,         120.00,         1511.00,         2
0.00,         311.00,         2255.00,         3
49.00,         368.00,         2648.00,         3
46.00,         391.00,         1175.00,         2
68.00,         486.00,         1346.00,         2
60.00,         281.00,         2753.00,         3
30.00,         414.00,         2404.00,         3
22.00,         163.00,         2224.00,         3
20.00,         486.00,         2851.00,         3
11.00,         7.00,         2882.00,         3
42.00,         44.00,         2710.00,         3
30.00,         72.00,         583.00,         1
39.00,         441.00,         2098.00,         3
73.00,         190.00,         1371.00,         2
58.00,         184.00,         986.00,         1
7.00,         87.00,         602.00,         1
32.00,         130.00,         813.00,         1
74.00,         356.00,         2417.00,         3
2.00,         25.00,         2570.00,         3
20.00,         132.00,         1233.00,         2
22.00,         408.00,         1354.00,         2
15.00,         232.00,         2778.00,         3
79.00,         113.00,         1469.00,         2
49.00,         181.00,         971.00,         1
29.00,         445.00,         1989.00,         2
56.00,         63.00,         908.00,         1
15.00,         392.00,         1478.00,         2
56.00,         96.00,         1578.00,         2
14.00,         484.00,         2891.00,         3
24.00,         126.00,         907.00,         1
35.00,         164.00,         576.00,         1
10.00,         131.00,         1388.00,         2
76.00,         399.00,         2231.00,         3
68.00,         237.00,         2561.00,         3
45.00,         222.00,         668.00,         1
52.00,         378.00,         2281.00,         3
5.00,         455.00,         2802.00,         3
42.00,         271.00,         569.00,         1
22.00,         219.00,         2116.00,         3
62.00,         366.00,         1151.00,         2
15.00,         449.00,         2255.00,         3
32.00,         135.00,         1595.00,         2
7.00,         364.00,         501.00,         2
62.00,         56.00,         1201.00,         2
44.00,         416.00,         1392.00,         2
37.00,         26.00,         1768.00,         2
53.00,         398.00,         1716.00,         2
31.00,         29.00,         2504.00,         3
30.00,         298.00,         1927.00,         2
1.00,         3.00,         1907.00,         2
36.00,         110.00,         2193.00,         3
40.00,         414.00,         2006.00,         3
20.00,         429.00,         534.00,         3
40.00,         55.00,         1128.00,         2
47.00,         165.00,         2833.00,         3
53.00,         37.00,         1781.00,         2
60.00,         111.00,         1159.00,         2
37.00,         93.00,         1547.00,         2
71.00,         192.00,         2557.00,         3
57.00,         130.00,         657.00,         1
54.00,         150.00,         1748.00,         2
56.00,         99.00,         1625.00,         2
42.00,         388.00,         1175.00,         2
18.00,         129.00,         858.00,         1
47.00,         466.00,         1271.00,         2
14.00,         293.00,         786.00,         1
48.00,         122.00,         2672.00,         3
57.00,         371.00,         2199.00,         3
30.00,         312.00,         827.00,         3
79.00,         93.00,         2406.00,         3
17.00,         180.00,         2142.00,         3
52.00,         118.00,         2472.00,         3
69.00,         226.00,         1527.00,         2
23.00,         499.00,         2539.00,         3
9.00,         25.00,         814.00,         1
35.00,         123.00,         750.00,         1
74.00,         293.00,         2609.00,         3
9.00,         3.00,         643.00,         1
65.00,         156.00,         2602.00,         3
53.00,         87.00,         2732.00,         3
9.00,         280.00,         1849.00,         2
43.00,         260.00,         1294.00,         2
53.00,         331.00,         1320.00,         2
67.00,         46.00,         511.00,         1
12.00,         365.00,         535.00,         1
51.00,         265.00,         2565.00,         3
74.00,         293.00,         1911.00,         2
20.00,         231.00,         2443.00,         3
31.00,         87.00,         1834.00,         2
73.00,         358.00,         2562.00,         3
33.00,         115.00,         2912.00,         3
40.00,         370.00,         1972.00,         2
73.00,         363.00,         2257.00,         3
66.00,         436.00,         2570.00,         3
77.00,         297.00,         1016.00,         2
42.00,         226.00,         1515.00,         2
20.00,         246.00,         1862.00,         2
43.00,         459.00,         2845.00,         3
1.00,         30.00,         2796.00,         3
65.00,         270.00,         2990.00,         3
29.00,         117.00,         1223.00,         2
50.00,         250.00,         2379.00,         3
73.00,         83.00,         2914.00,         3
54.00,         321.00,         768.00,         3
21.00,         219.00,         2669.00,         3
42.00,         491.00,         1826.00,         2
12.00,         273.00,         1059.00,         2
73.00,         73.00,         1546.00,         2
37.00,         478.00,         1353.00,         2
2.00,         151.00,         2021.00,         3
43.00,         206.00,         2568.00,         3
68.00,         420.00,         2557.00,         3
35.00,         350.00,         2829.00,         3
10.00,         80.00,         1049.00,         2
39.00,         202.00,         2519.00,         3
64.00,         445.00,         2143.00,         3
21.00,         347.00,         2944.00,         3
28.00,         316.00,         540.00,         3
20.00,         456.00,         1559.00,         2
52.00,         115.00,         551.00,         1
27.00,         50.00,         2990.00,         3
59.00,         39.00,         2367.00,         3
36.00,         174.00,         1752.00,         2
49.00,         220.00,         1952.00,         2
8.00,         468.00,         973.00,         2
67.00,         194.00,         1702.00,         2
11.00,         352.00,         1885.00,         2
68.00,         287.00,         2095.00,         3
19.00,         135.00,         1780.00,         2
27.00,         93.00,         2879.00,         3
39.00,         388.00,         1488.00,         2
63.00,         5.00,         725.00,         1
27.00,         360.00,         2721.00,         3
71.00,         377.00,         1413.00,         2
76.00,         454.00,         2407.00,         3
61.00,         377.00,         2713.00,         3
76.00,         12.00,         1945.00,         2
55.00,         37.00,         2505.00,         3
5.00,         494.00,         2947.00,         3
73.00,         21.00,         963.00,         1
75.00,         406.00,         2362.00,         3
8.00,         0.00,         659.00,         1
25.00,         328.00,         2380.00,         3
39.00,         189.00,         1558.00,         2
66.00,         102.00,         2516.00,         3
17.00,         409.00,         981.00,         3
34.00,         444.00,         2795.00,         3
40.00,         34.00,         1981.00,         2
12.00,         417.00,         1714.00,         2
45.00,         352.00,         2764.00,         3
51.00,         77.00,         787.00,         1
50.00,         36.00,         2441.00,         3
30.00,         164.00,         1116.00,         2
29.00,         88.00,         2033.00,         3
30.00,         148.00,         2631.00,         3
70.00,         489.00,         1523.00,         2
53.00,         266.00,         2702.00,         3
64.00,         70.00,         1848.00,         2
0.00,         248.00,         2714.00,         3
23.00,         85.00,         2009.00,         3
60.00,         440.00,         2232.00,         3
75.00,         147.00,         502.00,         1
3.00,         423.00,         2229.00,         3
79.00,         384.00,         1903.00,         2
50.00,         265.00,         1981.00,         2
41.00,         304.00,         1234.00,         2
59.00,         50.00,         1823.00,         2
69.00,         255.00,         2188.00,         3
25.00,         262.00,         2284.00,         3
36.00,         309.00,         2291.00,         3
14.00,         42.00,         875.00,         1
74.00,         370.00,         2030.00,         3
79.00,         440.00,         1086.00,         2
0.00,         423.00,         1185.00,         2
74.00,         492.00,         1095.00,         2
12.00,         138.00,         2630.00,         3
27.00,         345.00,         2539.00,         3
40.00,         189.00,         569.00,         1
57.00,         287.00,         555.00,         1
23.00,         242.00,         1177.00,         2
21.00,         291.00,         1411.00,         2
78.00,         171.00,         1514.00,         2
6.00,         18.00,         2520.00,         3
9.00,         86.00,         657.00,         1
54.00,         154.00,         856.00,         1
46.00,         265.00,         1349.00,         2
50.00,         52.00,         2984.00,         3
79.00,         158.00,         2032.00,         3
36.00,         231.00,         977.00,         1
38.00,         82.00,         2604.00,         3
14.00,         223.00,         1702.00,         2
38.00,         183.00,         2629.00,         3
54.00,         321.00,         2229.00,         3
38.00,         282.00,         776.00,         1
66.00,         211.00,         2811.00,         3
72.00,         81.00,         1280.00,         2
4.00,         311.00,         2065.00,         3
76.00,         96.00,         975.00,         1
38.00,         60.00,         1308.00,         2
57.00,         358.00,         2929.00,         3
52.00,         242.00,         730.00,         1
16.00,         445.00,         1136.00,         2
9.00,         183.00,         1423.00,         2
16.00,         78.00,         1134.00,         2
36.00,         313.00,         1187.00,         2
3.00,         325.00,         1310.00,         2
66.00,         140.00,         2060.00,         3
63.00,         69.00,         515.00,         1
28.00,         28.00,         525.00,         1
12.00,         461.00,         1382.00,         2
74.00,         401.00,         1306.00,         2
79.00,         4.00,         2829.00,         3
11.00,         225.00,         861.00,         1
64.00,         136.00,         544.00,         1
49.00,         24.00,         989.00,         1
57.00,         204.00,         1406.00,         2
66.00,         256.00,         669.00,         1
29.00,         469.00,         2622.00,         3
38.00,         30.00,         1095.00,         2
1.00,         380.00,         1683.00,         2
15.00,         265.00,         1520.00,         2
63.00,         452.00,         589.00,         2
1.00,         436.00,         2220.00,         3
24.00,         172.00,         1346.00,         2
62.00,         9.00,         2005.00,         3
69.00,         28.00,         2881.00,         3
58.00,         94.00,         1077.00,         2
5.00,         300.00,         1357.00,         2
17.00,         208.00,         1066.00,         2
45.00,         300.00,         2639.00,         2
11.00,         463.00,         1900.00,         2
52.00,         2.00,         1281.00,         2
3.00,         77.00,         2936.00,         3
31.00,         172.00,         2609.00,         3
3.00,         317.00,         1738.00,         2
75.00,         481.00,         1852.00,         2
78.00,         210.00,         2392.00,         3
57.00,         168.00,         742.00,         1
17.00,         248.00,         1667.00,         2
17.00,         480.00,         2825.00,         3
51.00,         301.00,         2668.00,         3
41.00,         461.00,         2410.00,         3
47.00,         174.00,         1342.00,         2
42.00,         269.00,         830.00,         1
18.00,         58.00,         1212.00,         2
45.00,         194.00,         1656.00,         2
79.00,         67.00,         787.00,         1
73.00,         363.00,         1774.00,         2
72.00,         424.00,         581.00,         2
18.00,         120.00,         2783.00,         3
16.00,         82.00,         2134.00,         3
24.00,         248.00,         1148.00,         2
50.00,         400.00,         2256.00,         3
55.00,         382.00,         1006.00,         2
46.00,         44.00,         2129.00,         3
61.00,         68.00,         2329.00,         3
45.00,         330.00,         2174.00,         3
77.00,         342.00,         1622.00,         2
12.00,         380.00,         2217.00,         3
56.00,         53.00,         2657.00,         3
33.00,         206.00,         1360.00,         2
57.00,         129.00,         719.00,         1
3.00,         191.00,         1662.00,         2
53.00,         32.00,         702.00,         1
44.00,         109.00,         967.00,         1
12.00,         421.00,         1774.00,         2
5.00,         234.00,         1233.00,         2
74.00,         463.00,         2441.00,         3
47.00,         143.00,         2334.00,         3
48.00,         73.00,         2687.00,         3
64.00,         134.00,         2414.00,         3
28.00,         459.00,         2920.00,         3
23.00,         431.00,         1578.00,         2
59.00,         62.00,         1817.00,         2
35.00,         213.00,         2858.00,         3
4.00,         239.00,         1398.00,         2
53.00,         432.00,         812.00,         2
25.00,         413.00,         1549.00,         2
15.00,         399.00,         1730.00,         2
32.00,         65.00,         2242.00,         3
53.00,         236.00,         2086.00,         3
30.00,         425.00,         1635.00,         2
78.00,         101.00,         607.00,         1
56.00,         420.00,         976.00,         1
17.00,         385.00,         998.00,         1
71.00,         401.00,         2796.00,         3
65.00,         174.00,         2766.00,         3
28.00,         380.00,         862.00,         3
55.00,         118.00,         2561.00,         3
57.00,         46.00,         660.00,         1
11.00,         2.00,         1996.00,         2
23.00,         189.00,         1317.00,         2
39.00,         263.00,         1814.00,         2
75.00,         450.00,         966.00,         2
68.00,         429.00,         1140.00,         2
31.00,         451.00,         1360.00,         2
5.00,         225.00,         2260.00,         3
78.00,         9.00,         1223.00,         2
73.00,         345.00,         1037.00,         2
40.00,         458.00,         2881.00,         3
43.00,         461.00,         1348.00,         2
46.00,         7.00,         1553.00,         2
67.00,         123.00,         2019.00,         3
34.00,         42.00,         2248.00,         3
65.00,         208.00,         1094.00,         2
48.00,         156.00,         1322.00,         2
50.00,         177.00,         2068.00,         3
1.00,         84.00,         2978.00,         3
50.00,         257.00,         1682.00,         2
34.00,         232.00,         2118.00,         3
10.00,         341.00,         2978.00,         3
45.00,         290.00,         969.00,         1
49.00,         494.00,         1512.00,         2
61.00,         243.00,         2807.00,         3
52.00,         185.00,         2244.00,         3
79.00,         363.00,         1327.00,         2
29.00,         405.00,         2417.00,         3
22.00,         438.00,         871.00,         3
24.00,         437.00,         1443.00,         2
63.00,         239.00,         826.00,         1
61.00,         386.00,         2121.00,         3
20.00,         270.00,         1350.00,         2
25.00,         115.00,         1165.00,         2
2.00,         50.00,         1925.00,         2
58.00,         287.00,         1630.00,         2
49.00,         302.00,         1973.00,         2
8.00,         492.00,         2744.00,         3
62.00,         236.00,         2136.00,         3
30.00,         36.00,         2973.00,         3
77.00,         139.00,         1827.00,         2
66.00,         259.00,         724.00,         1
4.00,         372.00,         1755.00,         2
77.00,         324.00,         708.00,         2
6.00,         56.00,         666.00,         1
2.00,         476.00,         2263.00,         3
50.00,         16.00,         1573.00,         2
28.00,         194.00,         2246.00,         3
77.00,         346.00,         1715.00,         2
3.00,         399.00,         1140.00,         2
57.00,         13.00,         1772.00,         2
14.00,         374.00,         1421.00,         2
34.00,         350.00,         1982.00,         2
1.00,         462.00,         2051.00,         3
63.00,         33.00,         794.00,         1
76.00,         222.00,         1063.00,         2
2.00,         252.00,         2082.00,         3
58.00,         172.00,         1985.00,         2
38.00,         470.00,         2852.00,         3
72.00,         440.00,         1715.00,         2
74.00,         426.00,         1179.00,         2
69.00,         148.00,         2983.00,         3
39.00,         417.00,         594.00,         3
65.00,         70.00,         1376.00,         2
29.00,         400.00,         1655.00,         2
4.00,         477.00,         1376.00,         2
27.00,         232.00,         1376.00,         2
5.00,         285.00,         1140.00,         2
25.00,         343.00,         1476.00,         2
17.00,         55.00,         1598.00,         2
47.00,         217.00,         1165.00,         2
29.00,         286.00,         2610.00,         3
52.00,         107.00,         1409.00,         2
41.00,         196.00,         1971.00,         2
23.00,         470.00,         2797.00,         3
15.00,         151.00,         748.00,         1
4.00,         476.00,         522.00,         1
55.00,         57.00,         2407.00,         3
61.00,         233.00,         2707.00,         3
77.00,         485.00,         568.00,         3
23.00,         28.00,         876.00,         1
78.00,         436.00,         2060.00,         3
18.00,         142.00,         1965.00,         2
60.00,         56.00,         2825.00,         3
31.00,         175.00,         673.00,         1
14.00,         490.00,         950.00,         1
19.00,         226.00,         1236.00,         2
60.00,         88.00,         2503.00,         3
42.00,         364.00,         2438.00,         3
21.00,         155.00,         2006.00,         3
71.00,         240.00,         1430.00,         2
6.00,         391.00,         780.00,         2
65.00,         414.00,         1115.00,         2
79.00,         354.00,         2594.00,         3
44.00,         144.00,         2060.00,         3
15.00,         373.00,         2867.00,         3
73.00,         88.00,         2243.00,         3
73.00,         313.00,         2096.00,         3
24.00,         398.00,         780.00,         3
57.00,         370.00,         1652.00,         2
56.00,         215.00,         2572.00,         3
55.00,         422.00,         2820.00,         3
12.00,         381.00,         538.00,         3
9.00,         380.00,         2359.00,         3
49.00,         159.00,         2310.00,         3
63.00,         465.00,         1715.00,         2
72.00,         327.00,         1972.00,         2
26.00,         185.00,         2033.00,         3
47.00,         361.00,         2115.00,         3
52.00,         23.00,         808.00,         1
17.00,         19.00,         2500.00,         3
7.00,         173.00,         1229.00,         2
26.00,         205.00,         2521.00,         3
37.00,         127.00,         1999.00,         2
43.00,         2.00,         1142.00,         2
42.00,         148.00,         1457.00,         2
70.00,         81.00,         2661.00,         3
12.00,         344.00,         2309.00,         3
47.00,         307.00,         1477.00,         2
3.00,         232.00,         882.00,         1
2.00,         0.00,         2359.00,         3
78.00,         287.00,         1215.00,         2
42.00,         12.00,         2944.00,         3
20.00,         310.00,         1535.00,         2
52.00,         385.00,         1834.00,         2
55.00,         264.00,         1347.00,         2
64.00,         471.00,         1857.00,         2
56.00,         399.00,         2172.00,         3
69.00,         225.00,         870.00,         1
24.00,         486.00,         2272.00,         3
22.00,         488.00,         1018.00,         2
18.00,         81.00,         1061.00,         2
17.00,         55.00,         2900.00,         3
43.00,         155.00,         1046.00,         2
74.00,         207.00,         1785.00,         2
75.00,         399.00,         1736.00,         2
1.00,         465.00,         2937.00,         3
12.00,         398.00,         821.00,         3
8.00,         207.00,         2771.00,         3
9.00,         474.00,         2001.00,         3
53.00,         369.00,         644.00,         3
78.00,         129.00,         2343.00,         3
70.00,         211.00,         2527.00,         3
21.00,         399.00,         1726.00,         2
56.00,         210.00,         2506.00,         3
77.00,         387.00,         877.00,         3
36.00,         202.00,         2922.00,         3
39.00,         406.00,         1608.00,         2
75.00,         43.00,         2376.00,         3
0.00,         343.00,         847.00,         3
12.00,         202.00,         656.00,         1
72.00,         75.00,         2549.00,         3
8.00,         329.00,         852.00,         3
32.00,         299.00,         849.00,         1
22.00,         24.00,         1624.00,         2
31.00,         246.00,         2224.00,         3
35.00,         179.00,         2040.00,         3
19.00,         426.00,         885.00,         3
48.00,         103.00,         1611.00,         2
0.00,         165.00,         1542.00,         2
23.00,         139.00,         2079.00,         3
36.00,         189.00,         2193.00,         3
21.00,         243.00,         2665.00,         3
74.00,         310.00,         2166.00,         3
15.00,         118.00,         1195.00,         2
62.00,         45.00,         794.00,         1
59.00,         469.00,         1289.00,         2
76.00,         456.00,         2799.00,         3
40.00,         315.00,         2528.00,         3
45.00,         442.00,         2288.00,         3
32.00,         321.00,         2956.00,         3
21.00,         107.00,         1026.00,         2
2.00,         50.00,         1472.00,         2
39.00,         78.00,         1594.00,         2
18.00,         397.00,         2026.00,         3
32.00,         203.00,         2375.00,         3
76.00,         130.00,         2459.00,         3
48.00,         36.00,         2388.00,         3
62.00,         51.00,         644.00,         1
12.00,         453.00,         1877.00,         2
37.00,         189.00,         1900.00,         2
37.00,         445.00,         571.00,         2
78.00,         449.00,         1815.00,         2
63.00,         410.00,         1064.00,         2
24.00,         29.00,         1099.00,         2
22.00,         36.00,         2443.00,         3
46.00,         432.00,         1206.00,         2
49.00,         150.00,         1868.00,         2
67.00,         121.00,         1947.00,         2
28.00,         72.00,         2563.00,         3
39.00,         130.00,         2221.00,         3
78.00,         372.00,         1563.00,         2
61.00,         462.00,         1105.00,         2
35.00,         65.00,         2353.00,         3
3.00,         453.00,         2835.00,         3
18.00,         137.00,         1556.00,         2
20.00,         66.00,         1777.00,         2
16.00,         76.00,         2858.00,         3
24.00,         440.00,         2323.00,         3
51.00,         173.00,         2595.00,         3
3.00,         143.00,         2522.00,         3
35.00,         112.00,         1244.00,         2
16.00,         471.00,         1778.00,         2
58.00,         165.00,         1630.00,         2
42.00,         71.00,         1123.00,         2
52.00,         156.00,         824.00,         1
41.00,         104.00,         2513.00,         3
13.00,         303.00,         1361.00,         2
34.00,         499.00,         2196.00,         3
41.00,         380.00,         1847.00,         2
54.00,         480.00,         1076.00,         2
78.00,         42.00,         1918.00,         2
18.00,         251.00,         867.00,         1
59.00,         21.00,         1686.00,         2
46.00,         45.00,         2707.00,         3
11.00,         53.00,         1700.00,         2
39.00,         354.00,         2544.00,         3
46.00,         163.00,         585.00,         1
55.00,         213.00,         1650.00,         2
67.00,         328.00,         1532.00,         2
33.00,         151.00,         2510.00,         3
55.00,         137.00,         1064.00,         2
72.00,         75.00,         1915.00,         2
34.00,         442.00,         2898.00,         3
13.00,         6.00,         1333.00,         2
14.00,         351.00,         2721.00,         3
39.00,         0.00,         599.00,         1
65.00,         446.00,         1209.00,         2
55.00,         398.00,         1551.00,         2
42.00,         443.00,         1284.00,         2
70.00,         35.00,         1615.00,         2
54.00,         394.00,         2265.00,         3
46.00,         484.00,         984.00,         3
62.00,         58.00,         2356.00,         3
18.00,         203.00,         1075.00,         2
54.00,         481.00,         1647.00,         2
54.00,         127.00,         1929.00,         2
65.00,         268.00,         1743.00,         2
43.00,         19.00,         2994.00,         3
56.00,         10.00,         2881.00,         3
11.00,         157.00,         1104.00,         2
39.00,         106.00,         2137.00,         3
51.00,         23.00,         2426.00,         3
74.00,         31.00,         1991.00,         2
0.00,         105.00,         2391.00,         3
62.00,         87.00,         2194.00,         3
20.00,         386.00,         1644.00,         2
31.00,         266.00,         1047.00,         2
0.00,         365.00,         709.00,         2
5.00,         469.00,         585.00,         2
18.00,         299.00,         1860.00,         2
17.00,         331.00,         2485.00,         3
0.00,         360.00,         1589.00,         2
0.00,         366.00,         874.00,         2
58.00,         114.00,         2592.00,         3
51.00,         420.00,         1490.00,         2
48.00,         75.00,         2838.00,         3
13.00,         40.00,         2407.00,         3
32.00,         189.00,         2780.00,         3
27.00,         372.00,         2851.00,         3
3.00,         369.00,         1075.00,         2
28.00,         192.00,         665.00,         1
3.00,         408.00,         2028.00,         3
34.00,         213.00,         559.00,         1
7.00,         317.00,         918.00,         1
12.00,         471.00,         2977.00,         3
2.00,         268.00,         2150.00,         3
0.00,         176.00,         2367.00,         3
5.00,         346.00,         1056.00,         2
64.00,         45.00,         950.00,         1
9.00,         36.00,         1973.00,         2
6.00,         110.00,         1477.00,         2
74.00,         183.00,         1335.00,         2
2.00,         205.00,         2436.00,         3
25.00,         179.00,         1033.00,         2
7.00,         39.00,         2242.00,         3
33.00,         446.00,         2447.00,         3
65.00,         223.00,         1361.00,         2
75.00,         135.00,         1441.00,         2
42.00,         490.00,         2476.00,         3
27.00,         287.00,         1344.00,         2
3.00,         469.00,         1601.00,         2
42.00,         199.00,         1393.00,         2
65.00,         58.00,         951.00,         1
23.00,         421.00,         1785.00,         2
24.00,         444.00,         2419.00,         3
25.00,         46.00,         2927.00,         3
38.00,         285.00,         622.00,         1
45.00,         60.00,         2123.00,         3
18.00,         393.00,         2824.00,         3
45.00,         103.00,         1578.00,         2
70.00,         185.00,         2152.00,         3
68.00,         380.00,         1193.00,         2
17.00,         315.00,         2268.00,         3
4.00,         112.00,         2551.00,         3
15.00,         492.00,         1785.00,         2
10.00,         111.00,         896.00,         1
77.00,         62.00,         672.00,         1
43.00,         86.00,         1846.00,         2
30.00,         425.00,         2513.00,         3
16.00,         78.00,         1939.00,         2
72.00,         488.00,         2969.00,         3
39.00,         173.00,         1977.00,         2
22.00,         115.00,         2411.00,         3
29.00,         461.00,         1914.00,         2
14.00,         135.00,         2737.00,         3
50.00,         65.00,         682.00,         1
32.00,         42.00,         2435.00,         3
56.00,         23.00,         733.00,         1
11.00,         64.00,         1423.00,         2
21.00,         346.00,         584.00,         2
17.00,         129.00,         2016.00,         3
32.00,         97.00,         1624.00,         2
57.00,         391.00,         1724.00,         2
42.00,         111.00,         1581.00,         2
43.00,         220.00,         2641.00,         3
41.00,         419.00,         1985.00,         2
58.00,         118.00,         572.00,         1
8.00,         17.00,         1565.00,         2
38.00,         286.00,         1942.00,         2
62.00,         68.00,         2088.00,         3
58.00,         451.00,         715.00,         3
74.00,         3.00,         2993.00,         3
73.00,         304.00,         799.00,         3
9.00,         252.00,         2793.00,         3
20.00,         235.00,         2770.00,         3
37.00,         130.00,         1627.00,         2
54.00,         238.00,         552.00,         1
9.00,         46.00,         2229.00,         3
60.00,         322.00,         1485.00,         2
66.00,         341.00,         1216.00,         2
32.00,         0.00,         2677.00,         3
18.00,         266.00,         2234.00,         3
1.00,         307.00,         1203.00,         2
14.00,         290.00,         1282.00,         2
64.00,         30.00,         965.00,         1
22.00,         230.00,         963.00,         1
56.00,         197.00,         829.00,         1
77.00,         156.00,         525.00,         1
43.00,         138.00,         1699.00,         2
21.00,         381.00,         2786.00,         3
48.00,         4.00,         2722.00,         3
14.00,         201.00,         523.00,         1
69.00,         406.00,         1077.00,         2
44.00,         444.00,         1256.00,         2
53.00,         282.00,         899.00,         1
33.00,         5.00,         1724.00,         2
38.00,         451.00,         1879.00,         2
50.00,         206.00,         2925.00,         3
10.00,         213.00,         2664.00,         3
21.00,         274.00,         2212.00,         3
48.00,         124.00,         615.00,         1
13.00,         65.00,         1192.00,         2
2.00,         51.00,         2827.00,         3
52.00,         425.00,         1019.00,         2
18.00,         194.00,         2595.00,         3
64.00,         432.00,         1227.00,         2
39.00,         206.00,         1098.00,         2
12.00,         351.00,         1008.00,         2
22.00,         67.00,         2880.00,         3
76.00,         328.00,         2989.00,         3
72.00,         478.00,         2712.00,         3
47.00,         195.00,         2653.00,         3
36.00,         305.00,         2167.00,         3
77.00,         290.00,         2679.00,         3
42.00,         178.00,         2633.00,         3
50.00,         154.00,         1865.00,         2
6.00,         418.00,         1371.00,         2
44.00,         51.00,         2470.00,         3
31.00,         169.00,         1934.00,         2
50.00,         393.00,         839.00,         2
53.00,         470.00,         1817.00,         2
55.00,         147.00,         1623.00,         2
79.00,         154.00,         2322.00,         3
20.00,         120.00,         2826.00,         3
29.00,         130.00,         2559.00,         3
52.00,         124.00,         1080.00,         2
65.00,         176.00,         757.00,         1
77.00,         440.00,         1403.00,         2
62.00,         317.00,         2708.00,         3
55.00,         26.00,         1853.00,         2
25.00,         43.00,         1258.00,         2
30.00,         316.00,         1348.00,         2
3.00,         4.00,         1107.00,         2
70.00,         17.00,         1747.00,         2
51.00,         198.00,         993.00,         1
23.00,         363.00,         1384.00,         2
69.00,         190.00,         2083.00,         3
40.00,         395.00,         2480.00,         3
8.00,         246.00,         1323.00,         2
56.00,         494.00,         503.00,         2
62.00,         52.00,         1424.00,         2
33.00,         479.00,         700.00,         2
57.00,         488.00,         749.00,         2
75.00,         478.00,         1728.00,         2
58.00,         58.00,         1364.00,         2
55.00,         304.00,         1502.00,         2
38.00,         324.00,         2208.00,         3
65.00,         257.00,         742.00,         1
18.00,         319.00,         2240.00,         3
78.00,         482.00,         837.00,         3
52.00,         431.00,         1571.00,         2
9.00,         324.00,         1846.00,         2
48.00,         272.00,         2386.00,         3
19.00,         93.00,         1874.00,         2
63.00,         216.00,         647.00,         1
60.00,         265.00,         1173.00,         2
2.00,         80.00,         2991.00,         3
59.00,         37.00,         1362.00,         2
70.00,         140.00,         2262.00,         3
42.00,         375.00,         2681.00,         3
24.00,         429.00,         1441.00,         2
15.00,         281.00,         2170.00,         3
2.00,         71.00,         2317.00,         3
26.00,         176.00,         1208.00,         2
73.00,         402.00,         1272.00,         2
69.00,         191.00,         2247.00,         3
45.00,         239.00,         2270.00,         3
34.00,         68.00,         1042.00,         2
39.00,         6.00,         2121.00,         3
42.00,         406.00,         2981.00,         3
76.00,         486.00,         1478.00,         2
30.00,         340.00,         871.00,         2
54.00,         305.00,         2464.00,         3
0.00,         259.00,         2641.00,         3
69.00,         184.00,         2762.00,         3
